TEXTO,SECTOR,MARCA,CANAL,AWARENESS,EVALUATION,PURCHASE,POSTPURCHASE,NC2
"@JavierAlonso70 @CitroenEspana @Citroen Hola Javier, nos podrías enviar por DM tus datos de contacto y matrícula para ayudarte?",AUTOMOCION,CITROEN,Microblog,0,0,0,0,1
"@jjoaocrf @Igortep aaahhhh, q Zico!!! Ops, q mentira!!! A Toyota existe desde 1937.",AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
@jorgeenrique462 Difundir: Kia Cerati Pro blanco placas HEM 256 robado fuera del estadio partido del América.,AUTOMOCION,KIA,Microblog,0,0,0,0,1
"@juanma_rguez citroen, en Vigo está la fabrica de citroen. No Renault!",AUTOMOCION,CITROEN,Microblog,0,0,0,0,1
@junior11211 @NestorReverol a secuestrar de un carro toyota corolla negro dios SOS PARA GUATIRE DIOSSSSSSSSSSSS,AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
"@kais__91 De momento @kiamotorsiberia Kia no lo puedo traer al canal, cuando llegue a Madrid espero grabarlos!",AUTOMOCION,KIA,Microblog,0,0,0,0,1
@KARENBEJARANOTV  Citroen C3 2012 https://t.co/e3iTPCRY06 gracias https://t.co/2AFEFm0lKi,AUTOMOCION,CITROEN,Microblog,0,0,0,0,1
"@KiaColombia fácil, llamen a Kia Vía 40 de Barranquilla, mi nombre es milton Vega y mi numero es 3014600623 que ellos le digan..!",AUTOMOCION,KIA,Microblog,0,0,0,0,1
"@KiaMetroKia Buen dia Hno. estoy buscabdo el Flotante o Medidor de Gasolina para Kia Sportage 2.0 año 2001, No. Parte 0K012-60-960E.",AUTOMOCION,KIA,Microblog,0,1,0,0,0
@KiaMotorsMexico ya va para dos meses que pedí una Kia sorrento pero #KiaAeropuerto no me la ha entregado. #Ayuda por favor,AUTOMOCION,KIA,Microblog,0,0,0,1,0
@kingdeluque @HelloImLana @LuzuGames @LuzuVlogs AAA GRACIAS KIA 💖,AUTOMOCION,KIA,Microblog,0,0,0,0,0
"@laradiodelsur, y en TOYOTA de Venezuela los botaron a toditos...",AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
@LPabonRoca El half time show era de Pepsi. El ht report lo auspicio Alfa Romeo. Alfa Romeo es parte e FIAT q es la matriz de Chrysler.,AUTOMOCION,FIAT,Microblog,0,0,0,0,1
"@luckyuvemax13 @Gserrano_DGT el otro vehículo tampoco fue ni es en seguridad, como nunca lo fue citroen, un c4",AUTOMOCION,CITROEN,Microblog,0,1,0,0,0
"@Luisa_LaSanta 
Por siempre Fiat !! 💖",AUTOMOCION,FIAT,Microblog,0,0,0,1,0
"@MaberRepuestos Buen dia Hno. estoy buscabdo el Flotante o Medidor de Gasolina para Kia Sportage 2.0 año 2001, No. Parte 0K012-60-960E.",AUTOMOCION,KIA,Microblog,0,1,0,0,0
"@MaracaiboAutos #vende #Toyota  #Tundra #Limited
#DobleCabina
#CeroDetalles
¡Visítanos y hagamos negocios! https://t.co/XkNIQuqwdu",AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
"@MATIVAISMAN no seas guacho, Vatman. A mí me encantan los musicales. Y el fiat 147 :P",AUTOMOCION,FIAT,Microblog,0,0,0,0,0
@Merca20: Se viene la alianza del siglo: Toyota y Suzuki - https://t.co/psfCzfo2gx https://t.co/ZhKqIZdORc,AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
"@merchanracing83 piensa en la próxima fecha, tratará d pelear las 1ras posiciones y llevar el KIA lo más alto del p… https://t.co/sb7wONfca3",AUTOMOCION,KIA,Microblog,0,0,0,0,1
"@miguel5019 @elomarFR Yo me  iba a comprar un Kia, pero al chile me dió miedo que me lo fueras a sabotear Mike.",AUTOMOCION,KIA,Microblog,0,0,1,0,0
@miyagitole @AdrianaBordena3 si sigue todavía la Toyota en la esquina volcada,AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
@MOPBioBio nos cobraron $8.200 ruta cabrero - conce por camioneta kia frontier II ...  UN ROBO...  En los otros peajes $2.400 ¿abuso?,AUTOMOCION,KIA,Microblog,0,0,0,0,1
@mouse_cl falto el de KIA.. el mejor a mi gusto..,AUTOMOCION,KIA,Microblog,0,0,0,0,0
@mquezada27 sponsorear un test en cualquier momento. Peugeot ha participado de este programa. Esperamos lo haga nuevamente en breves.,AUTOMOCION,PEUGEOT,Microblog,0,0,0,0,1
@nicogarcia y que vw derrotó a Toyota en 2016 jajajaja noticia de la semana pasada,AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
@okelfo @lapibabarth ojalá. El mio es equivalente a un fiat 600 fundido.,AUTOMOCION,FIAT,Microblog,0,0,0,0,1
@Oscar_N_A en el maletero delantero de tu Kia Rio? 🤔😂,AUTOMOCION,KIA,Microblog,0,0,0,0,1
"@OskarRCD por cierto chevrolet es americano. Peugeot francés, de nada niñato rojillo",AUTOMOCION,PEUGEOT,Microblog,0,0,0,0,1
@pamozaec @camilin86 @estebancarranco @chipilaso93 panas apoyen compartiendo vendo kia sportage 2012 X favor; Placas Pichincha termina en 6,AUTOMOCION,KIA,Microblog,0,0,0,0,1
@Pequepzo @spartan_pr @rosajimenez303 Soy mas leal que un Toyota!!!,AUTOMOCION,TOYOTA,Microblog,0,0,0,0,0
@peugeotsport @Peugeot @CSainz_oficial @LucasCruz74 @DavidCastera1 @s_peterhansel @SebastienLoeb @DanosElena  el #DreamTeam ayudado por ASO!,AUTOMOCION,PEUGEOT,Microblog,0,0,0,0,1
"@PEUGEOTYAMILE por favor tendrán los pistones y anillos medidas 0,20 para el Peugeot 206 año 2008 motor 1.4",AUTOMOCION,PEUGEOT,Microblog,0,1,0,0,0
@quintopelagato @Lenin El precio actual de un Kia Sportage es de $29.000,AUTOMOCION,KIA,Microblog,0,0,0,0,0
"@quintopelagato @Lenin OTRO NEGOCIADO EVIDENTE,por muy equipado que sea un Kia Sportage en el 2012 costaba $ 23490 + 2200 de seguro",AUTOMOCION,KIA,Microblog,0,0,0,0,1
@ReddeRepuestos buenas tardes busco los pistones y anillos 0.20 Peugeot 206 motor 1.4,AUTOMOCION,PEUGEOT,Microblog,0,1,0,0,0
"@Rehnnx pondremos la tira esa que colgaba de los Citroen para no marearse, hombreeeees.",AUTOMOCION,CITROEN,Microblog,0,0,0,0,1
"@repcamrepuestos trabajan con repuestos para Peugeot, gracias?",AUTOMOCION,PEUGEOT,Microblog,0,0,0,0,1
@RicardoPerezSA Toyota un bn auto la atención postventa un asco esa actitud hace que te arrepienta dhaber comprado un Toyota y no un Nissan,AUTOMOCION,TOYOTA,Microblog,0,0,0,1,0
"@Ruben580 Alfa no tiene mucha presencia en USA actualmente, pero Fiat-Chrysler tiene planes de cambiar esto desde hacen años.",AUTOMOCION,FIAT,Microblog,0,0,0,0,1
"@Ruben580 dile a Luis Pabón-Roca que los Alfa Romeo vienen de Italia, pero son parte del grupo Fiat-Chrysler.",AUTOMOCION,FIAT,Microblog,0,0,0,0,1
@rubeneros ahora ha pasado de ser el top 7 Kia todas las semanas a TOParse con el reparto de minutos y eso creo q le está matando.,AUTOMOCION,KIA,Microblog,0,0,0,0,1
@SebaLegui @Axeldellolio Toyota Etios Cross doble Airbag como Seguridad pasiva. No importa modelo es la cultura! 😐,AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
@sebamatitorres @PostBritishCars a mi me gusta este! es un Peugeot 407 y no es ni V6 y es un cochazo😳😂 https://t.co/abeOyb4T2I,AUTOMOCION,PEUGEOT,Microblog,0,0,0,0,0
"@SebaSerrano6 @rigo0o0 @As_TomasRoncero Contra 4 mataos la copa toyota,payaso",AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
"@sergiooliveiram ¿Peugeot 208, Kia Río o SEAT Ibiza? 
Versiones de aprox. 250-260k
Excelentes vídeos.",AUTOMOCION,PEUGEOT,Microblog,1,0,0,0,0
"@sergiooliveiram ¿Peugeot 208, Kia Río o SEAT Ibiza? 
Versiones de aprox. 250-260k
Excelentes vídeos.",AUTOMOCION,KIA,Microblog,1,0,0,0,0
"@sergiooliveiram consumo real del KIA Rio 2018? en ciudad? de ese segmento, cual conviene más por consumo, seguridad, equipo? Gracias!",AUTOMOCION,KIA,Microblog,0,1,0,0,0
"@sergiooliveiram hola buen día, es mi percepción o los Peugeot son malos para reventa",AUTOMOCION,PEUGEOT,Microblog,0,1,0,0,0
@sergiooliveiram hola Sergio buena tarde que será mejor comprar Kia río 2018 EX TA o SOUL 2017 LX TA,AUTOMOCION,KIA,Microblog,0,1,0,0,0
"@sergiooliveiram saludos desde Colombia, Don Sergio ¿que malo tiene la Peugeot 2008? ¿Que tanto la recomienda?. Gracias por su respuesta.",AUTOMOCION,PEUGEOT,Microblog,0,1,0,0,0
@slcuervo dormirían más cómodo en el maletero de mi Kia rio,AUTOMOCION,KIA,Microblog,0,0,0,1,0
"@slcuervo tengo un prius, Toyota cerró el servicio oficial en Jaén donde vivo y en un caso similar tendría que desplazarme 50 o 60 Kms.",AUTOMOCION,TOYOTA,Microblog,0,0,0,1,0
"@Tamala_mara @Maiden_0666 es como un fiat multippla de feo, pero funcional jajajj",AUTOMOCION,FIAT,Microblog,0,0,0,0,0
@tomyurreta @SupercarsAr @prensatn @Kia_Argentina @TotalArgentina muy bonito el kia,AUTOMOCION,KIA,Microblog,0,0,0,0,0
@Toyota_Esp lanza el nuevo #Toyota #PROACE VERSO. Monovolumen de hasta 9 plazas que sobresale por su versatilidad.… https://t.co/xkEZa9WNsq,AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
@Trafico_ZMG Porfavor Toyota Camry 2013 color plata con placas JBL 70 95  robado a punta de pistola ayer domingo po… https://t.co/tnlteQTuTv,AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
@trincheranorte Sigo pensando que tenemos un equipo como un F1 pero con un piloto de un fiat 600; ayer se vio claramente....,AUTOMOCION,FIAT,Microblog,0,0,0,0,1
"@tukiaexpress Muy buen dia Hno. estoy buscando el Flotante o Medidor de Gasolina para Kia Sportage 2.0 año 2001, No. Parte 0K012-60-960E.",AUTOMOCION,KIA,Microblog,0,1,0,0,0
"@WKAQ580 Alfa no tiene mucha presencia en USA actualmente, pero Fiat-Chrysler tiene planes de cambiar esto desde hacen años.",AUTOMOCION,FIAT,Microblog,0,0,0,0,1
"@WKAQ580 díganle a Luis Pabón-Roca que los Alfa Romeo vienen de Italia, pero son parte del grupo Fiat-Chrysler.",AUTOMOCION,FIAT,Microblog,0,0,0,0,1
@Yves_Matton cambia de pilotos si quieres que citroen sea campeón,AUTOMOCION,CITROEN,Microblog,0,0,0,0,1
@ZODI_Portuguesa CZGNB-31/D-312. RETENCIÓN DE VEHÍCULO TOYOTA 4x4 POR SERIALES DE CARROCERIAS FALSOS Y SERIAL DE SE… https://t.co/DYXXHCPjxU,AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
[El Mundo] Toyota ganó €11.780 millones entre abril y diciembre 24% menos que año anterior https://t.co/iwtVWPA8E3,AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
[Sevilla] Comunicado de la sección sindical en FCA MOTOR VILLAGE (FIAT): contra los recortes de salario https://t.co/LvHi0Y8iHA,AUTOMOCION,FIAT,Microblog,0,0,0,0,1
[VIDEO] Hyundai Genesis Coupe contra una flecha https://t.co/RsaR9Qn718 https://t.co/H3GG6zEYYj,AUTOMOCION,HYUNDAI,Microblog,0,0,0,0,1
¡#KiaTeInforma! En estas vacaciones viajemos con seguridad 🙂 #HazElClick con #ActitudKia #Kia https://t.co/tiDoMHAoeR,AUTOMOCION,KIA,Microblog,0,0,0,0,1
¡Ampliando nuestra familia! ¡Tu oportunidad de empleo con Hyundai Rexville! https://t.co/VGKBWj0002 #empleo #job... https://t.co/eKvDepxuqO,AUTOMOCION,HYUNDAI,Microblog,0,0,0,0,1
"¡Bienvenido TOYOTA NUÑEZ!
Concesionario Oficial Toyota
Gracias por confiar en PILOT CRM https://t.co/PbS6PEewud",AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
"¡Buenas tardes llega hoy a Hyundai Rexville, móntate desde 0 PRONTO! 787-488-8080 https://t.co/VGKBWj0002",AUTOMOCION,HYUNDAI,Microblog,0,0,0,0,1
"¡Buenos días 4 Ruederos!

Hyundai New Generation i30 https://t.co/DFNGILLaFV",AUTOMOCION,HYUNDAI,Microblog,0,0,0,0,1
"¡Buenos días, hoy te montamos! Hyundai Rexville 787-488-8080 https://t.co/VGKBWj0002 #móntateya",AUTOMOCION,HYUNDAI,Microblog,0,0,0,0,1
"¡Corre! 🏃🏃 ¡Qué vienen! 
Vuelven los 10 días KIA con sus fantásticos descuentos.
+ Info en Gedauto Servicios,... https://t.co/H35F9S05BC",AUTOMOCION,KIA,Microblog,0,0,0,0,1
¡Dale la bienvenida a tu Vida 0 con la #Promo1000! Te esperamos con el #Kia #Picanto #Rio #Soul y #K2700 2017. ►... https://t.co/3LDDkBLohb,AUTOMOCION,KIA,Microblog,0,0,0,0,1
"¡Hoy estamos de inauguración! 👏🏻
Visita nuestras nuevas instalaciones de Toyota y Porsche en Avenida das Mariñas, O… https://t.co/5l9JXvg2Wt",AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
¡La Revista Empresarial está disponible! https://t.co/uZkXe2ABGw #toyota #fcc,AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
¡Las #48hPeugeot han vuelto! Sigue este enlace  https://t.co/0Cq6OfY5Qd  y reserva cita en TALLERES ONIEVA GONZALEZ. https://t.co/xeuuUJ6JEu,AUTOMOCION,PEUGEOT,Microblog,0,0,0,0,1
¡Las #48hPeugeot han vuelto! Sigue este enlace 48 HORAS PEUGEOT - TALLERES ONIEVA GONZALEZ y reserva cita en TALLER… https://t.co/5TWHNYB8gW,AUTOMOCION,PEUGEOT,Microblog,0,0,0,0,1
"¡Me gusta! ""Peugeot 307cc descapotable"" en #wallapop https://t.co/iFQWclOkfM https://t.co/7cbUAwgdUa",AUTOMOCION,PEUGEOT,Microblog,1,0,0,0,0
¡NO LO PUEDES DEJAR PASAR! Descubre tu nuevo #Peugeot en https://t.co/1uL57rVLxZ y #Partede0km https://t.co/8vJR8fy2WF,AUTOMOCION,PEUGEOT,Microblog,0,0,0,0,1
¡Oportunidad de empleo con Hyundai Rexville! https://t.co/VGKBWj0002 #empleo #work #venta #gerencia #puertorico https://t.co/1DqDH2I4UC,AUTOMOCION,HYUNDAI,Microblog,0,0,0,0,1
"¡Queremos ver vuestros #Kia rodando sobre nieve junto con #KiaFamily! 
Aquí el nuevo #KiaSportage de Sergio disfrut… https://t.co/RBvrZObw4O",AUTOMOCION,KIA,Microblog,0,0,0,0,1
¡Rompe con la monotonía y vive los mejores momentos a bordo de tu Hyundai! 🚗 📷 https://t.co/M6L8ZwRIJY,AUTOMOCION,HYUNDAI,Microblog,0,0,0,0,1
"¡Verifica si tu vehículo es parte de la Campaña Especial de Servicio!
En Toyota estamos… https://t.co/6pqysgHHxe",AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
¿¿Quién puede resistirse a un nuevo #Hyundai?? ¡Muchas gracias a todos!,AUTOMOCION,HYUNDAI,Microblog,0,0,0,0,1
¿Alguna vez has viajado a la playa conduciendo un auto? Con tu Hyundai podrás disfrutar de esa libertad. Aprovecha… https://t.co/uXYzmX2uTZ,AUTOMOCION,HYUNDAI,Microblog,0,0,0,0,1
¿Aún no sabes qué es el Stinger? Sorpréndete con este vídeo de lo último de KIA https://t.co/p6o8i9fCV4,AUTOMOCION,KIA,Microblog,0,0,0,0,1
"¿Buscas un Todoterreno 7 plazas? Aquí tienes el tuyo HYUNDAI SANTA FE 2.2CDRI AUTOM. AWD 198CV 7 plazas...

Ven a disfrutarlo a KDFcars...",AUTOMOCION,HYUNDAI,Microblog,0,0,0,0,1
¿Conoces el espacio modular del nuevo Space Tourer? ...DALE AL PLAY ;) adaptable a tus necesidades. #Citroen https://t.co/k9usuAuK6B,AUTOMOCION,CITROEN,Microblog,0,0,0,0,1
"¿En qué lugar prefieres estrenar? Sin importar tu decisión, el FIAT 500 X te espera para comenzar el viaje en... https://t.co/n7Vc3Klwuv",AUTOMOCION,FIAT,Microblog,0,0,0,0,1
¿Hay un Lexus LC F en camino? Toyota ha registrado su denominación… https://t.co/WpZgQ5xI6Y,AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
¿No dormiste bien? Es por que no soñaste con tu KIA.,AUTOMOCION,KIA,Microblog,0,0,0,0,1
"¿Playa, montaña? ¿Cuál es tu recuerdo favorito con tu #Hyundai? #Hyupersa #Ourense https://t.co/6aP7LBLTg0",AUTOMOCION,HYUNDAI,Microblog,0,0,0,0,1
¿Qué te parece? Ganancias de Toyota cayeron un 24%  https://t.co/Mzav42lg5W https://t.co/3TwhTjloL2,AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
"¿Quieres un #Citroen #C3? En @Mosancar lo tienes, con 11.519 km y por sólo 10.800 €! https://t.co/4SNa24qYTQ",AUTOMOCION,CITROEN,Microblog,0,0,0,0,1
¿Se puede babear por un sedán coreano? El KIA Stinger GT y sus 365 hp creen que sí https://t.co/cM0e804Rqn,AUTOMOCION,KIA,Microblog,0,0,0,0,1
¿Se puede empezar mejor la semana que a bordo de un Fiat 500? <3 Pruébalo gratis: https://t.co/sjP9X6hM9B… https://t.co/PxLwDovK4K,AUTOMOCION,FIAT,Microblog,0,0,0,0,1
¿Te animás a adivinar qué #Toyota es? 🕵 https://t.co/omoVzv6IhC,AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
¿Último año en #karting de un campeón entrerriano 110? Ya recibió el casco de un Fiat 600 para empezar a trabajar.,AUTOMOCION,FIAT,Microblog,0,0,0,0,1
“Aplicarse maquillaje mientras se conduce puede ser mortal”. #campaña de KIA contra actividades irresponsables al v… https://t.co/pvkzJ1zgH7,AUTOMOCION,KIA,Microblog,0,0,0,0,1
«Abc.es» Lo último de Peugeot es una bicicleta de diseño que solo se podrá pedir por encargo https://t.co/2kZpuWK9Al https://t.co/u8S9QBEaUV,AUTOMOCION,PEUGEOT,Microblog,0,0,0,0,1
"▶ Toyota ganó 11.780 millones de euros entre abril y diciembre, un 24 % menos https://t.co/wE1kBlUur1",AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
➽Toyota y Suzuki iniciarán negociaciones para asociarse . https://t.co/SvuDkC531t https://t.co/JqnSJhBVQu,AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
"・・・
・・・
・・・
・・・
En venta 🚍 🚙🚗🚛 Marca : . Toyota

Modelo: . Corolla 25 aniversario 
Motor: .… https://t.co/Yle9vz1p3U",AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
✔ @rfranco72: Celular Hyundai Versa D205i para Movistar Nuevos en empaque sellados - https://t.co/CdTxeyMDvc #lovendotodo,AUTOMOCION,HYUNDAI,Microblog,0,0,0,0,1
10 lecciones de Toyota aplicables en todas las #empresas - https://t.co/k3kNap4zHx via @pymex @HuescaExcelente,AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
9 de los 10 vehículos híbridos más vendidos son #Toyota y #Lexus. Pruébalos en nuestros Concesionarios #Vallescar. https://t.co/4iwYiZafUW,AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
"98 participantes se retiraron del Rally dakar 2017.

El podio fue conquistado por Peugeot en la categoría de coches.",AUTOMOCION,PEUGEOT,Microblog,0,0,0,0,1
"A los demás solo les queda seguirte. Nuevo #ToyotaCHR. #TeObservan. Te gusta.
https://t.co/F8mEuf7Cfa https://t.co/X66o92E07E",AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
A los Peugeot se los llama #Yeyo por culpa de este logotipo que traían en la década del ´50 https://t.co/zJWxeTeED9,AUTOMOCION,PEUGEOT,Microblog,0,0,0,0,1
A los veraneantes en playas al sur de #iquique también les encargo si ven mi Hyundai Accent Gris Patente BYSC86 aba… https://t.co/bhTwVYvdsC,AUTOMOCION,HYUNDAI,Microblog,0,0,0,1,0
"A REPARAR, LEVE GOLPE, INVERTIRÁS POCO!!!!!
TOYOTA COROLLA 2010 1.8  AUTOMATICO, Primera matricula incluido. LLÁMAN… https://t.co/yviBbDBosF",AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
"A REPARAR, LEVE GOLPE, INVERTIRÁS POCO!!!!LLÁMANOS AL 7998 7200
HYUNDAI ELANTRA 2011,Pago a cuenta, Impuestos... https://t.co/eCHav7tJbQ",AUTOMOCION,HYUNDAI,Microblog,0,0,0,0,1
A todos en la familia se les sabe consentir #Toyota #MejoresMomentos https://t.co/MfXQN8UUNd,AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
Acabo de manejar el Toyota de mi viejo . Se nota que está en vacaciones porque no puteo ni una vez. NOTA: ESTAMOS TODOS VIVOS,AUTOMOCION,TOYOTA,Microblog,0,0,0,1,0
"Actualidad @HuertasMHyundai ""El concesionario Hyundai, de Cartagena, te invita a ver al Efesé"". https://t.co/P6PGQ3fIFT",AUTOMOCION,HYUNDAI,Microblog,0,0,0,0,1
Acuerdo entre Toyota y Suzuki para una alianza empresarial en diversos ámbitos https://t.co/3r0E0NkWJZ,AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
Acuerdo entre Toyota y Suzuki que contempla colaboración en las más diversas áreas de la movilidad...… https://t.co/Pq4vtnEC4E,AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
Adam Hanga sube al cielo para gobernar el Top7 KIA https://t.co/Wx9ShMVQqN #LigaEndesa,AUTOMOCION,KIA,Microblog,0,0,0,0,1
Adaptación de orines a un bombin de Fiat palio .. la . pieza no tenia salvación y nueva cuesta un dineral .. https://t.co/hs1bDT8Je7,AUTOMOCION,FIAT,Microblog,0,0,0,0,1
Agarraron todos los Daihatsu terios del 2007 que sobraron y ahora los venden como Toyota rush 2017,AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
Agregué un video a una lista de reproducción de @YouTube https://t.co/U4PW94yGsE Peugeot 205 GTi vs. 208 GTi review & road test:,AUTOMOCION,PEUGEOT,Microblog,1,0,0,0,0
Ahora Kia es la marca de autos con mayor calidad inicial #Motor https://t.co/1ZnNAqtQEV,AUTOMOCION,KIA,Microblog,0,0,0,0,1
"Al que le interese, es mi auto a la venta!!Citroen C4 Excelente Estado!!! https://t.co/yYIWZhdo7A vía @ML_Argentina",AUTOMOCION,CITROEN,Microblog,0,0,0,0,1
alianza del siglo: Toyota y Suzuki https://t.co/EJWgu19RV3,AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
Alrededor de 12. Peugeot 301 diesel cuesta más o menos lo mismo y te da 18. https://t.co/csJzNRmj6C,AUTOMOCION,PEUGEOT,Microblog,0,0,0,0,1
America Economía Toyota eleva pronóstico de ganancias y dice que mantendrá su producción en Japón https://t.co/0J8zOQpIMx,AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
"Amiga, te puse de referencia en Toyota... https://t.co/qAqweYoAn9",AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
Amo el monito de la propaganda del Peugeot 308,AUTOMOCION,PEUGEOT,Microblog,1,0,0,0,0
"Amortiguador trasero derecho toyota corolla 
Nro. Contacto: 0424 243 63 96 
#toyota #yaris… https://t.co/iTLTWLyJr2",AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
"Anda a Buscar la Montana que Esta en el Taller de tu Padre Amor, Mete el Peugeot Para el Galpón, Hablame a wpp ✊… https://t.co/c8zJVRqunR",AUTOMOCION,PEUGEOT,Microblog,0,0,0,1,0
"André Citroen, 5 de Febrero de 1878. https://t.co/GiKJqxdDpM vía @@micocheaescala",AUTOMOCION,CITROEN,Microblog,0,0,0,0,1
"Antes he visto a una señora de unos 40 años con un Hyundai Coupe, mis respetos",AUTOMOCION,HYUNDAI,Microblog,0,0,0,0,1
antes y despues de montar el kit de espaciadores delantero y trasero en un Toyota Land Cruiser 120 KXR.… https://t.co/ngBq8xT8LW,AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
"Anuncio de Kia Niro de la Super Bowl: ""Hero's Journey"" https://t.co/NYHtzcPgCD https://t.co/8E4tMLTBLY",AUTOMOCION,KIA,Microblog,1,0,0,0,0
Anuncios de la Super Bowl. Mi preferido el de Hyundai https://t.co/ooNel0hlsx,AUTOMOCION,HYUNDAI,Microblog,1,0,0,0,0
"APROVECHA “LOS 10 DÍAS DE KIA“ CON DESCUENTOS ADICIONALES! Del 9 al 20 de febrero en Cibraocar, Ourense - 988.252.5… https://t.co/3CCCCU4CEt",AUTOMOCION,KIA,Microblog,0,0,0,0,1
Aprovecha Hasta el 30 de Enero Hasta un 30% consigue tu Hyundai al mejor precio contacto https://t.co/K2guJGkMjZ #coche #motor #oferta,AUTOMOCION,HYUNDAI,Microblog,0,0,0,0,1
"ÁREA CAPITAL/SIMÓN RODRÍGUEZ Recupera TOYOTA COROLLA, placas AEN-46L; SOLICITADO por ROBO. @DouglasRicoVzla… https://t.co/9iClsFemx2",AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
Así fue como el Toyota Hilux batió el récord de altura. https://t.co/m3G5CkaLqU,AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
"Atentos al #PicoyPlaca oficial para #SantaMarta
Vía: @TransitoStaMta 
#KIA #ThePowerToSurprise https://t.co/XBiqs6R93J",AUTOMOCION,KIA,Microblog,0,0,0,0,1
Atentos con un Hyundai Tucson color gris año 2009 patente BWCW66 (con encargo por robo) realizando robos en... https://t.co/Lh5wUB4cGU,AUTOMOCION,HYUNDAI,Microblog,0,0,0,0,1
"AUTOCATTEDRALE, concesionario oficial FIAT. https://t.co/K3wvmsbxwf",AUTOMOCION,FIAT,Microblog,0,0,0,0,1
"AUTOMUNDO - Hyundai CRETA - Amor a primera vista - Cochabamba, Bolivia - Síguenos en Facebook:... https://t.co/508nm22OS8",AUTOMOCION,HYUNDAI,Microblog,0,0,0,0,1
"Autos : Peugeot 206 XR 1.4 5P: Vendo Peugeot 206 motor 1.4 modelo 2000 XR sedan 5 puertas, cierre centralizado a… https://t.co/ZZyu4dcDAq",AUTOMOCION,PEUGEOT,Microblog,0,0,0,0,1
"Autos : Toyota corolla 2010: Corolla 2010 XEI pack cuero 165 mil km, muy lindo listo para transferir! Acepto… https://t.co/uIf52wsYgN",AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
Autos : Vendo Peugeot 408 Feline 2.0 Full escucho oferta razonables!!: Vendo Peugeot 408 Feline 2.0 el mas Full de… https://t.co/orfwXb4Cu4,AUTOMOCION,PEUGEOT,Microblog,0,0,0,0,1
"Autos : VENDO-PERMUTO: FIAT PALIO HLX 1.8 FULL 2006 Levanta cristales delanteros eléctricos. AA, cierre… https://t.co/sMcypd2ihu",AUTOMOCION,FIAT,Microblog,0,0,0,0,1
Avanza alianza de Toyota y Suzuki https://t.co/ypVd5WMIMH,AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
Banderazo de salida al #Toyota Proace Verso https://t.co/XH5O8acUwA Vía @A_Motor https://t.co/TAPvjYhcbm,AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
Banderazo de salida al Toyota Proace Verso https://t.co/37v4tHHd1i #ClubAraucaGranCcs https://t.co/dLiEAyVs4m,AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
Bienvenidos a #Toyota #Huelva @Ancove_es @JirocaMusic!! Feliz semana amigos!!,AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
"bigmktonline1: leonoticias_: MOTOR  Toyota Proace Verso, desde 22.125 euros  https://t.co/a5SeIinDOr https://t.co/FxfiCaSDjf",AUTOMOCION,TOYOTA,Microblog,0,0,0,0,1
